,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999999,1.0
1,1,0,0,False,True,0.06666666666666667,0.5555555555555556
2,2,1,0,False,False,0.1111111111111111,0.0
3,3,1,0,False,False,0.1111111111111111,0.9558988911273406
4,4,1,0,False,False,0.24444444444444444,0.8226035963188325
5,5,0,0,False,True,0.022222222222222223,0.37463432463267754
6,6,1,0,False,False,0.4222222222222222,0.8807048459279793
7,7,0,0,True,True,0.7999999999999999,0.0
8,8,1,0,False,False,0.022222222222222223,1.0000000000000002
9,9,1,1,True,True,0.4222222222222222,0.0
