,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999998,1.0000000000000002
1,1,0,0,False,True,0.9285714285714285,0.9465924656563118
2,2,0,1,True,False,0.7142857142857142,0.9793792286287206
3,3,0,0,False,True,0.9999999999999998,0.9776923610938036
4,4,0,0,True,True,0.7142857142857142,0.9999999999999999
5,5,0,0,False,True,0.9285714285714285,0.9861111111111112
6,6,0,0,False,True,,0.0
7,7,1,1,True,True,0.7142857142857142,0.8846783746414657
8,8,0,0,False,True,0.7142857142857142,0.9999999999999999
9,9,0,0,False,True,0.6428571428571428,0.9265056386297378
