,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0,0.7759402897989853
1,1,1,1,True,True,0,0.921680502937406
2,2,0,0,False,True,0,0.0
3,3,1,1,True,True,0,0.9682539682539681
4,4,0,0,False,True,0,0.9320589306096471
5,5,0,0,False,True,0,0.7938566201357354
6,6,0,0,False,True,0,0.9036961141150639
7,7,0,0,False,True,0,0.914659120760047
8,8,1,1,True,True,0,0.8842048302391149
9,9,0,0,False,True,0,0.8774535953713309
10,10,0,0,False,True,0,0.965581028730576
11,11,0,0,False,True,0,0.0
12,12,0,0,False,True,0,0.0
13,13,0,0,False,True,0,0.9523809523809523
14,14,0,0,False,True,0,0.9323123667560939
