,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,,0.0
1,1,0,0,False,True,,0.0
2,2,0,0,False,True,,0.0
3,3,0,0,False,True,,0.0
4,4,0,0,False,True,,0.0
5,5,0,0,False,True,,0.0
6,6,0,0,False,True,,0.0
7,7,0,0,False,True,,0.0
8,8,0,1,False,False,,0.0
9,9,0,0,False,True,,0.0
10,10,0,0,False,True,,0.0
11,11,0,0,False,True,,0.0
12,12,0,0,False,True,,0.0
13,13,0,1,False,False,,0.0
14,14,0,0,False,True,,0.0
15,15,0,1,False,False,,0.0
16,16,0,1,False,False,,0.0
17,17,0,0,False,True,,0.0
18,18,0,0,False,True,,0.0
19,19,0,0,False,True,,0.0
20,20,0,0,False,True,,0.0
21,21,0,0,False,True,,0.0
22,22,0,1,False,False,,0.0
23,23,0,1,True,False,,0.0
24,24,0,0,False,True,,0.0
25,25,0,1,True,False,,0.0
26,26,0,1,False,False,,0.0
27,27,0,0,False,True,,0.0
28,28,0,1,True,False,,0.0
29,29,0,1,False,False,,0.0
30,30,0,0,False,True,,0.0
31,32,0,0,False,True,,0.0
32,33,0,0,False,True,,0.0
33,34,1,1,True,True,0.2,0.5865884600854132
34,35,0,0,False,True,,0.0
35,36,0,0,False,True,,0.0
36,37,0,0,False,True,,0.0
37,38,0,0,False,True,,0.0
38,39,0,0,False,True,,0.0
39,40,0,0,False,True,,0.0
40,41,1,1,True,True,-0.3333333333333333,0.8542421961772492
41,42,0,0,False,True,,0.0
42,43,0,0,False,True,,0.0
43,44,0,0,False,True,,0.0
44,45,0,1,False,False,,0.0
45,46,0,0,True,True,,0.0
46,47,0,1,False,False,,0.0
47,48,0,0,False,True,,0.0
48,49,0,1,False,False,,0.0
