,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999998,0.9999999999999999
1,1,1,1,True,True,0.2727272727272727,0.90881097732194
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,0.7575757575757575,0.8578577387159502
4,4,0,0,False,True,0.9999999999999998,0.9953834846359245
5,5,0,0,False,True,0.8181818181818181,0.9541685964428458
6,6,0,0,False,True,0.9999999999999998,0.9526510164590819
7,7,0,0,False,True,0.9999999999999998,0.9888513796308233
8,8,1,1,True,True,0.8484848484848484,0.9235789439804392
9,9,0,0,False,True,-0.2121212121212121,0.0
