,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9555555555555554,0.8902638145194515
1,1,0,0,False,True,0.911111111111111,0.0
2,2,0,0,False,True,0.8222222222222221,0.8989284256735451
3,3,0,0,False,True,0.8666666666666666,0.8926366781812461
4,4,0,0,False,True,-0.15555555555555553,0.9885710532241611
5,5,0,0,False,True,0.911111111111111,0.94890754655809
6,6,0,0,False,True,0.7777777777777777,1.0
7,7,0,0,True,True,-0.6,0.49044129872897085
8,8,0,0,False,True,0.8222222222222221,1.0000000000000002
9,9,1,1,True,True,0.9999999999999999,0.9438931043083171
