,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999998,1.0000000000000002
1,1,0,0,False,True,0.9999999999999998,1.0000000000000002
2,2,1,1,True,True,0.4999999999999999,0.848528137423857
3,3,0,0,False,True,0.9999999999999998,1.0000000000000002
4,4,0,0,True,True,0.7142857142857142,0.9999999999999999
5,5,0,0,False,True,0.7142857142857142,0.9875771574795099
6,6,0,0,False,True,,0.0
7,7,1,1,True,True,0.7142857142857142,0.9621023987294832
8,8,0,0,False,True,0.7142857142857142,0.902893898143269
9,9,0,0,False,True,,0.0
