,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999998,1.0000000000000002
1,1,0,0,False,True,0.7142857142857142,0.9928957784307643
2,2,1,1,True,True,0.42857142857142855,0.848528137423857
3,3,0,0,False,True,0.9999999999999998,0.9932740843258757
4,4,0,0,True,True,0.9999999999999998,0.9999999999999999
5,5,0,0,False,True,0.6428571428571428,0.9509071946874428
6,6,0,0,False,True,,0.0
7,7,1,1,True,True,0.4999999999999999,0.9743589743589743
8,8,0,0,False,True,-0.21428571428571427,0.8068715304598785
9,9,0,0,False,True,,0.0
