,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.2,0.0
1,1,0,0,False,True,0.06666666666666665,0.0
2,2,0,0,False,True,-0.2,0.48919959047022854
3,3,0,0,False,True,0.06666666666666665,0.22821773229381923
4,4,0,0,False,True,0.7333333333333333,0.0
5,5,0,0,False,True,0.2,0.0
6,6,0,0,False,True,0.3333333333333333,0.0
7,7,0,0,False,True,-0.3333333333333333,0.7315635209502898
8,8,1,1,False,True,-0.3333333333333333,0.0
9,9,0,0,False,True,-0.4666666666666666,0.08703882797784893
10,10,0,0,False,True,0.7333333333333333,0.6149186938124421
11,11,0,0,False,True,0.4666666666666666,0.6831300510639732
12,12,0,0,False,True,0.7333333333333333,0.26352313834736496
13,13,1,1,False,True,-0.2,0.12048289933537483
14,14,0,0,False,True,0.9999999999999999,0.0
15,15,1,1,False,True,-0.06666666666666665,0.0
16,16,1,1,False,True,-0.2,0.5966941897186163
17,17,0,0,False,True,-0.2,0.7352146220938077
18,18,0,0,False,True,0.2,0.13608276348795434
19,19,0,0,False,True,-0.2,0.11677484162422844
20,20,0,0,False,True,0.06666666666666665,0.16903085094570328
21,21,0,0,False,True,-0.06666666666666665,0.5739440431835514
22,22,1,1,False,True,-0.2,0.5506887917539347
23,23,1,1,True,True,0.2,0.0
24,24,0,0,False,True,0.3333333333333333,0.0
25,25,1,1,True,True,0.06666666666666665,0.0
26,26,1,1,False,True,0.2,0.7205561941158012
27,27,0,0,False,True,-0.4666666666666666,0.5640760748177662
28,28,1,1,True,True,0.6,0.0
29,29,1,1,False,True,0.8666666666666666,0.0
30,30,0,0,False,True,0.2,0.7395739969534468
31,32,0,0,False,True,0.6,0.039193090083481034
32,33,0,0,False,True,0.4666666666666666,0.0
33,34,1,1,True,True,0.7333333333333333,0.0
34,35,0,0,False,True,0.06666666666666665,0.16609095970747995
35,36,0,0,False,True,0.9999999999999999,0.08
36,37,0,0,False,True,-0.06666666666666665,0.6565321642986127
37,38,0,0,False,True,-0.2,0.0
38,39,0,0,False,True,0.2,0.21938172723813917
39,40,0,0,False,True,-0.4666666666666666,0.7817359599705717
40,41,1,1,True,True,-0.06666666666666665,0.0
41,42,0,0,False,True,-0.2,0.0
42,43,0,0,False,True,0.9999999999999999,0.0
43,44,0,0,False,True,0.3333333333333333,0.16984155512168939
44,45,1,1,False,True,-0.06666666666666665,0.0
45,46,0,0,True,True,0.8666666666666666,0.0
46,47,1,1,False,True,0.2,0.0
47,48,0,0,False,True,0.06666666666666665,0.0
48,49,1,1,False,True,-0.3333333333333333,0.0
