,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.06666666666666665,0.6556179570911533
1,1,0,0,False,True,0.06666666666666665,0.6929023281557339
2,2,0,0,False,True,-0.2,0.5944454429259127
3,3,0,0,False,True,0.7333333333333333,0.22821773229381923
4,4,0,0,False,True,0.7333333333333333,0.15724272550828775
5,5,0,0,False,True,-0.4666666666666666,0.3988620176087328
6,6,0,0,False,True,0.3333333333333333,0.21693045781865616
7,7,0,0,False,True,-0.3333333333333333,0.7315635209502898
8,8,0,1,False,False,0.9999999999999999,0.15339299776947407
9,9,0,0,False,True,0.9999999999999999,0.0978231976089037
10,10,0,0,False,True,0.7333333333333333,0.6149186938124421
11,11,0,0,False,True,0.06666666666666665,0.6713171133426189
12,12,0,0,False,True,0.7333333333333333,0.26352313834736496
13,13,0,1,False,False,-0.6,0.23312620206007845
14,14,0,0,False,True,0.06666666666666665,0.15724272550828775
15,15,0,1,False,False,-0.4666666666666666,0.17782168978975482
16,16,0,1,False,False,-0.2,0.5966941897186163
17,17,0,0,False,True,-0.2,0.7352146220938077
18,18,0,0,False,True,0.6,0.13608276348795434
19,19,0,0,False,True,-0.2,0.22360679774997896
20,20,0,0,False,True,0.06666666666666665,0.16903085094570328
21,21,0,0,False,True,-0.06666666666666665,0.6755660236665676
22,22,0,1,False,False,-0.2,0.5506887917539347
23,23,0,1,True,False,0.4666666666666666,0.5448623679425841
24,24,0,0,False,True,0.3333333333333333,0.21081851067789195
25,25,0,1,True,False,0.06666666666666665,0.6486493048989729
26,26,0,1,False,False,-0.7333333333333333,0.8640276493271749
27,27,0,0,False,True,-0.06666666666666665,0.5640760748177662
28,28,0,1,True,False,0.7333333333333333,0.18136906252750293
29,29,0,1,False,False,0.8666666666666666,0.28388748697883437
30,30,0,0,False,True,0.06666666666666665,0.7395739969534468
31,32,0,0,False,True,0.6,0.07715167498104596
32,33,0,0,False,True,0.4666666666666666,0.10606601717798211
33,34,1,1,True,True,0.7333333333333333,0.5786375623578447
34,35,0,0,False,True,-0.3333333333333333,0.1632993161855452
35,36,0,0,False,True,0.9999999999999999,0.08
36,37,0,0,False,True,0.06666666666666665,0.6454972243679028
37,38,0,0,False,True,-0.06666666666666665,0.10206207261596577
38,39,0,0,False,True,0.6,0.1973855084879307
39,40,0,0,False,True,-0.4666666666666666,0.7817359599705717
40,41,1,1,True,True,0.33333333333333337,0.0
41,42,0,0,False,True,-0.2,0.5351295510095069
42,43,0,0,False,True,0.9999999999999999,0.0
43,44,0,0,False,True,0.3333333333333333,0.16984155512168939
44,45,0,1,False,False,0.7333333333333333,0.5797509043642028
45,46,0,0,True,True,-0.2,0.04016096644512494
46,47,0,1,False,False,-0.2,0.12649110640673517
47,48,0,0,False,True,0.2,0.32357511446471704
48,49,0,1,False,False,0.6,0.3481553119113957
