,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999999,0.0
1,1,0,0,False,True,-0.06666666666666665,0.0
2,2,0,0,False,True,0.06666666666666665,0.0
3,3,0,0,False,True,0.06666666666666665,1.0000000000000002
4,4,0,0,False,True,-0.3333333333333333,0.0
5,5,0,0,False,True,0.2,0.0
6,6,0,0,False,True,-0.2,0.0
7,7,0,0,False,True,0.9999999999999999,0.7543365091413573
8,8,1,0,False,False,-0.3333333333333333,0.0
9,9,0,0,False,True,-0.6,0.8703882797784892
10,10,0,0,False,True,0.06666666666666665,0.0
11,11,0,0,False,True,0.06666666666666665,0.6614378277661476
12,12,0,0,False,True,0.06666666666666665,0.9045340337332909
13,13,1,0,False,False,-0.6,0.9362573578414229
14,14,0,0,False,True,0.9999999999999999,0.0
15,15,1,0,False,False,0.06666666666666665,0.0
16,16,1,0,False,False,-0.3333333333333333,1.0000000000000002
17,17,0,0,False,True,0.06666666666666665,0.8539864924534399
18,18,0,0,False,True,-0.4666666666666666,1.0
19,19,0,0,False,True,0.9999999999999999,0.9400193421607683
20,20,0,0,False,True,0.06666666666666665,0.0
21,21,0,0,False,True,0.4666666666666666,0.973035471890234
22,22,1,0,False,False,0.9999999999999999,0.9999999999999998
23,23,1,0,True,False,0.4666666666666666,0.0
24,24,0,0,False,True,-0.3333333333333333,0.0
25,25,1,0,True,False,0.4666666666666666,0.0
26,26,1,0,False,False,0.06666666666666665,0.8914849883204186
27,27,0,0,False,True,-0.06666666666666665,1.0
28,28,1,0,True,False,-0.06666666666666665,0.0
29,29,1,0,False,False,-0.7333333333333333,0.0
30,30,0,0,False,True,0.06666666666666665,1.0
31,31,1,0,False,False,0.6,0.0
32,32,0,0,False,True,0.9999999999999999,0.9842509842514764
33,33,0,0,False,True,-0.06666666666666665,0.0
34,34,1,1,True,True,0.8666666666666666,0.0
35,35,0,0,False,True,-0.06666666666666665,0.9191450300180578
36,36,0,0,False,True,0.9999999999999999,0.0
37,37,0,0,False,True,0.06666666666666665,0.8040844011283462
38,38,0,0,False,True,0.06666666666666665,0.0
39,39,0,0,False,True,0.06666666666666665,0.9701425001453319
40,40,0,0,False,True,-0.3333333333333333,1.0
41,41,1,1,True,True,0.9999999999999999,0.0
42,42,0,0,False,True,0.9999999999999999,0.0
43,43,0,0,False,True,0.9999999999999999,0.0
44,44,0,0,False,True,0.06666666666666665,0.7442084075352507
45,45,1,0,False,False,0.06666666666666665,0.0
46,46,0,0,True,True,0.3333333333333333,0.0
47,47,1,0,False,False,0.06666666666666665,0.0
48,48,0,0,False,True,0.9999999999999999,0.0
49,49,1,0,False,False,0.2,0.0
