,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.6,0.0
1,1,0,0,False,True,0.6,0.0
2,3,0,0,False,True,0.06666666666666665,0.16984155512168939
3,4,0,0,False,True,0.9999999999999999,0.0
4,6,0,0,False,True,0.8666666666666666,0.0
5,7,0,0,False,True,0.9999999999999999,0.0
6,8,1,1,False,True,-0.3333333333333333,0.0
7,9,0,0,False,True,-0.3333333333333333,0.08703882797784893
8,10,0,0,False,True,0.8666666666666666,0.6149186938124421
9,11,0,0,False,True,-0.3333333333333333,0.412514323662695
10,12,0,0,False,True,0.9999999999999999,0.314970394174356
11,13,1,1,False,True,0.6,0.3049247893083225
12,14,0,0,False,True,0.9999999999999999,0.0
13,15,1,1,False,True,0.06666666666666665,0.0
14,16,1,1,False,True,-0.3333333333333333,0.0
15,17,0,0,False,True,0.6,0.7265990145507547
16,18,0,0,False,True,0.3333333333333333,0.13608276348795434
17,19,0,0,False,True,0.9999999999999999,0.20100756305184242
18,20,0,0,False,True,0.9999999999999999,0.15152288168283162
19,21,0,0,False,True,0.2,0.5639259014801932
20,23,1,1,True,True,0.2,0.0
21,24,0,0,False,True,-0.3333333333333333,0.0
22,25,1,1,True,True,-0.2,0.0
23,26,1,1,False,True,0.7333333333333333,0.6686478498357316
24,27,0,0,False,True,0.2,0.6351073488299558
25,28,1,1,True,True,-0.2,0.0
26,29,1,1,False,True,0.9999999999999999,0.0
27,30,0,0,False,True,0.06666666666666665,0.3133397807202561
28,31,1,1,False,True,0.6,0.0
29,32,0,0,False,True,0.9999999999999999,0.039193090083481034
30,33,0,0,False,True,0.9999999999999999,0.0
31,34,1,1,True,True,-0.3333333333333333,0.0
32,35,0,0,False,True,0.8666666666666666,0.16609095970747995
33,36,0,0,False,True,0.9999999999999999,0.2
34,37,0,0,False,True,0.06666666666666665,0.3158380828546184
35,38,0,0,False,True,0.06666666666666665,0.0
36,39,0,0,False,True,0.06666666666666665,0.21938172723813917
37,40,0,0,False,True,0.7333333333333333,0.670025210172808
38,41,1,1,True,True,0.3333333333333333,0.0
39,42,0,0,False,True,0.9999999999999999,0.0
40,43,0,0,False,True,0.9999999999999999,0.0
41,44,0,0,False,True,0.9999999999999999,0.44474958999666075
42,45,1,1,False,True,0.06666666666666665,0.0
43,46,0,0,True,True,0.2,0.0
44,47,1,1,False,True,0.6,0.0
45,48,0,0,False,True,0.9999999999999999,0.0
46,49,1,1,False,True,-0.06666666666666665,0.0
