,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999999,0.8790975010638882
1,1,0,0,False,True,0.9999999999999999,0.991601092815416
2,2,0,0,False,True,0.9999999999999999,0.9946751062026109
3,3,0,0,True,True,0.3333333333333333,0.7667636592760195
4,4,0,0,False,True,0.6,0.9893045053244827
5,5,0,0,False,True,,0.0
6,6,0,0,False,True,,0.0
7,7,0,0,False,True,0.6,0.9899494936611665
8,8,0,0,False,True,0.9999999999999999,0.837847902229106
9,9,0,0,False,True,0.3333333333333333,0.3894810992789338
