,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.7124183006535948,0.9999999999999999
1,1,1,1,True,True,0.14285714285714285,0.9617163101410254
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,0.1212121212121212,0.9369749612033813
4,4,0,0,False,True,0.5579710144927535,0.9999999999999999
5,5,0,0,False,True,0.10294117647058822,0.0
6,6,0,0,False,True,0.9999999999999998,0.9777777777777776
7,7,0,0,False,True,0.3904761904761905,0.9512195121951219
8,8,1,1,True,True,-0.6888888888888888,0.9574271077563381
9,9,0,0,False,True,1.0,0.0
