,total_time,tokens,predictions,top_k,faithfulness,model,dataset,uncerta(freq)_sample,uncerta(union)_sample,uncerta(intersection)_sample
0,485.8077709674835,146015.3,2838.5,3,{'uncerta(freq)_sample': 0.0},uncerta(freq)_sample,abt_buy,"{'validity': 0.9999999999833333, 'proximity': 0.7222222222101853, 'sparsity': 0.8194444444307869, 'diversity': 0.0}",,
1,204.30067825317383,276576.9,5378.1,3,{'uncerta(union)_sample': 0.0},uncerta(union)_sample,abt_buy,,"{'validity': 0.9999999999666667, 'proximity': 0.7222222221981482, 'sparsity': 0.8194444444171295, 'diversity': 0.0}",
2,166.48620200157166,406449.8,7903.6,3,{'uncerta(intersection)_sample': 0.0},uncerta(intersection)_sample,abt_buy,,,"{'validity': 0.9999999999875, 'proximity': 0.6874999999914063, 'sparsity': 0.8281249999896483, 'diversity': 0.0}"
3,646.0462410449982,593392.4,11509.3,3,{'uncerta(freq)_sample': 0.0},uncerta(freq)_sample,beers,"{'validity': 0.799999999984, 'proximity': 0.2749999999945, 'sparsity': 0.9449999999811, 'diversity': 0.0}",,
4,187.84137177467346,714658.0,13850.1,3,{'uncerta(union)_sample': 0.0},uncerta(union)_sample,beers,,"{'validity': 0.7142857142755102, 'proximity': 0.2678571428533163, 'sparsity': 0.9464285714150509, 'diversity': 0.0}",
5,253.68503618240356,918755.5,17763.6,3,{'uncerta(intersection)_sample': 0.0},uncerta(intersection)_sample,beers,,,"{'validity': 0.749999999990625, 'proximity': 0.23437499999707032, 'sparsity': 0.9531249999880859, 'diversity': 0.0}"
6,310.0271260738373,1066571.5,20658.2,3,{'uncerta(freq)_sample': 0.0},uncerta(freq)_sample,amazon_google,"{'validity': 0.9999999999888889, 'proximity': 0.9259259259156377, 'sparsity': 0.7685185185099794, 'diversity': 0.0}",,
7,93.6886932849884,1165313.4,22591.7,3,{'uncerta(union)_sample': 0.0},uncerta(union)_sample,amazon_google,,"{'validity': 0.9999999999888889, 'proximity': 0.9259259259156377, 'sparsity': 0.7685185185099794, 'diversity': 0.0}",
8,120.6496331691742,1296750.0,25165.2,3,{'uncerta(intersection)_sample': 0.0},uncerta(intersection)_sample,amazon_google,,,"{'validity': 0.9999999999888889, 'proximity': 0.9259259259156377, 'sparsity': 0.7685185185099794, 'diversity': 0.0}"
9,789.4816851615906,1731562.1,33670.2,3,{'uncerta(freq)_sample': 0.0},uncerta(freq)_sample,fodo_zaga,"{'validity': 0.0, 'proximity': 0.0, 'sparsity': 0.0, 'diversity': 0.0}",,
10,367.45163798332214,2130214.9,41467.3,3,{'uncerta(union)_sample': 0.0},uncerta(union)_sample,fodo_zaga,,"{'validity': 0.3333333333222222, 'proximity': 0.3055555555453704, 'sparsity': 0.956349206317328, 'diversity': 0.0}",
11,387.0813162326813,2627197.2,51187.1,3,{'uncerta(intersection)_sample': 0.0},uncerta(intersection)_sample,fodo_zaga,,,"{'validity': 0.49999999999166667, 'proximity': 0.33333333332777776, 'sparsity': 0.9523809523650794, 'diversity': 0.0}"
12,1115.203803062439,2813222.4,54797.4,3,{'uncerta(freq)_sample': 0.0},uncerta(freq)_sample,walmart_amazon,"{'validity': 0.99999999995, 'proximity': 0.44999999997749995, 'sparsity': 0.92499999995375, 'diversity': 0.0}",,
13,397.38241720199585,2935209.1,57156.9,3,{'uncerta(union)_sample': 0.0},uncerta(union)_sample,walmart_amazon,,"{'validity': 0.9999999999, 'proximity': 0.3999999999599999, 'sparsity': 0.93333333324, 'diversity': 0.0}",
14,914.5620470046997,3224293.4,62754.4,3,{'uncerta(intersection)_sample': 0.0},uncerta(intersection)_sample,walmart_amazon,,,"{'validity': 0.0, 'proximity': 0.0, 'sparsity': 0.0, 'diversity': 0.0}"
