,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,-0.01904761904761905,0.0
1,1,0,0,False,True,-0.15555555555555553,0.8996405208912153
2,2,0,0,False,True,-0.4761904761904762,0.8202098345814763
3,3,0,0,True,True,0.08571428571428572,0.985627614274242
4,4,0,0,False,True,-0.21367521367521372,0.0
5,5,0,0,False,True,0.3529411764705882,0.0
6,6,0,0,False,True,0.33333333333333337,0.0
7,7,0,0,False,True,0.34545454545454546,0.890838188082178
8,8,0,0,False,True,0.3676470588235294,0.9725063070217532
9,9,0,0,False,True,-0.042105263157894736,0.0
