,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999999,0.88793287382819
1,1,0,0,False,True,0.9999999999999999,0.6373774391990981
2,2,0,0,False,True,0.9999999999999999,0.858485238093683
3,3,0,0,True,True,0.6,0.7836929938503352
4,4,0,0,False,True,0.9999999999999999,0.6829268964190864
5,5,0,0,False,True,0.9999999999999999,0.8036769603111404
6,6,0,0,False,True,0.9999999999999999,0.9924029038516571
7,7,0,0,False,True,0.9999999999999999,0.7651406055149188
8,8,0,0,False,True,0.9999999999999999,0.9452599998344154
9,9,0,0,False,True,0.9999999999999999,0.7773969097247362
