,id,pred1,pred2,label,agree,kt,cos_sim
0,0,1,0,False,False,0.07971014492753624,1.0
1,1,1,0,False,False,0.7802197802197802,0.9813067629253164
2,2,1,1,True,True,0.3333333333333333,0.9801960588196068
3,3,1,0,False,False,0.3523809523809524,0.0
4,4,1,0,True,False,0.9999999999999998,1.0
5,5,1,0,False,False,0.06432748538011696,1.0
6,6,1,0,False,False,0.08571428571428572,1.0000000000000002
7,7,1,1,True,True,-0.39999999999999997,0.9444444444444446
8,8,1,0,False,False,-0.22875816993464054,0.9999999999999999
9,9,1,0,False,False,0.0,1.0000000000000002
