,id,pred1,pred2,label,agree,kt,cos_sim
0,0,1,0,False,False,0.13043478260869565,0.1875
1,1,1,0,False,False,0.7802197802197802,0.8825226081218283
2,2,1,1,True,True,0.0909090909090909,0.9801960588196068
3,3,1,0,False,False,0.3523809523809524,0.8250694512486009
4,4,1,0,True,False,-0.05128205128205127,0.0
5,5,1,0,False,False,-0.07189542483660132,0.0
6,6,1,0,False,False,-0.24210526315789474,0.8065591326174432
7,7,1,1,True,True,-0.19999999999999998,0.0
8,8,1,0,False,False,-0.22875816993464054,0.9999999999999999
9,9,1,0,False,False,-0.13333333333333333,0.0
