,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,,0.0
1,1,1,1,True,True,0.4545454545454545,0.9
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,0.7272727272727272,0.4423258684646914
4,5,0,0,False,True,0.5757575757575757,0.2672612419124244
5,6,0,0,False,True,,0.0
6,7,0,0,False,True,0.8484848484848484,0.8677218312746245
7,8,1,1,True,True,0.1818181818181818,0.14586499149789456
8,9,0,0,False,True,,0.0
9,10,0,0,False,True,,0.0
10,11,0,0,False,True,,0.0
11,13,0,0,False,True,0.6969696969696969,0.8510808565222368
12,14,0,0,False,True,0.8787878787878787,0.9443568758679046
13,15,0,0,False,True,0.7272727272727272,0.917463421851129
14,16,0,0,False,True,0.8181818181818181,0.9057952949088827
15,17,0,0,False,True,0.6666666666666666,0.9246878495187546
16,18,0,0,False,True,0.8181818181818181,0.9128709291752768
17,19,0,0,False,True,,0.0
18,21,0,0,False,True,0.8181818181818181,0.9104571718472443
19,22,1,1,True,True,0.7272727272727272,0.40201512610368484
20,23,0,0,False,True,,0.0
21,25,0,0,False,True,0.4848484848484848,0.42163702135578385
22,26,0,0,False,True,,0.0
23,27,0,0,False,True,0.6363636363636362,0.8871639008998209
24,29,0,0,False,True,0.8181818181818181,0.9200817886830971
25,30,0,0,False,True,0.7272727272727272,0.8821211094979319
26,31,0,0,False,True,0.303030303030303,0.3662948371965041
27,32,0,0,False,True,0.4242424242424242,0.7399853698407473
28,33,0,0,False,True,0.8484848484848484,0.9369993123268793
29,34,0,0,False,True,0.8484848484848484,0.8616589466551584
30,36,0,0,False,True,0.9999999999999998,0.8608284620211165
31,37,0,0,False,True,0.8484848484848484,0.7858252779857413
32,38,0,0,False,True,,0.0
33,39,0,0,False,True,0.7575757575757575,0.8014859194922797
34,40,0,0,False,True,,0.0
35,42,0,0,False,True,,0.0
36,43,0,0,False,True,0.7575757575757575,0.9454545454545454
37,44,0,0,False,True,,0.0
38,46,0,0,False,True,0.8181818181818181,0.9576635971035924
39,47,0,0,False,True,0.5151515151515151,0.4578685464956301
40,48,0,0,False,True,,0.0
