,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.3636363636363636,0.8215838362577491
1,1,1,1,True,True,-0.0909090909090909,0.9799578870122228
2,2,0,0,False,True,0.3333333333333333,0.9740215340114143
3,3,1,1,True,True,-0.2,0.0
4,4,0,0,False,True,0.3333333333333333,1.0
5,5,0,0,False,True,0.0303030303030303,0.0
6,6,0,0,False,True,0.9999999999999998,0.9999999999999998
7,7,0,0,False,True,0.9999999999999998,1.0
8,8,1,1,True,True,0.06666666666666665,0.2773500981126146
9,9,0,0,False,True,0.9999999999999998,0.8986182904354195
10,10,0,0,False,True,0.1212121212121212,0.9883036912035246
11,11,0,0,False,True,0.9999999999999998,0.0
12,12,0,0,False,True,0.9999999999999998,0.0
13,13,0,0,False,True,0.9999999999999998,1.0
14,14,0,0,False,True,0.9999999999999998,1.0
15,15,0,0,False,True,0.9999999999999998,1.0
16,16,0,0,False,True,0.9999999999999998,1.0000000000000002
17,17,0,0,False,True,0.3333333333333333,1.0
18,18,0,0,False,True,0.9999999999999998,0.9786903278538917
19,19,0,0,False,True,0.4848484848484848,0.3481553119113957
20,20,0,0,False,True,0.4848484848484848,1.0000000000000002
21,21,0,0,False,True,-0.0303030303030303,0.898984469789705
22,22,1,1,True,True,0.4545454545454545,0.31426968052735443
23,23,0,0,False,True,0.3333333333333333,1.0
24,24,1,1,True,True,0.0909090909090909,0.6294651817966898
25,25,0,0,False,True,0.9999999999999998,0.22086305214969307
26,26,0,0,False,True,0.9999999999999998,0.0
27,27,0,0,False,True,0.3636363636363636,0.9999999999999998
28,28,0,0,False,True,0.3333333333333333,0.9202643353333037
29,29,0,0,False,True,0.9999999999999998,0.9999999999999998
30,30,0,0,False,True,0.3636363636363636,1.0000000000000002
31,31,0,0,False,True,0.2727272727272727,0.0
32,32,0,0,False,True,0.9999999999999998,1.0
33,33,0,0,False,True,0.9999999999999998,1.0
34,34,0,0,False,True,0.9999999999999998,0.9999999999999999
35,35,1,1,True,True,-0.1818181818181818,0.0
36,36,0,0,False,True,0.9999999999999998,1.0
37,37,0,0,False,True,0.9999999999999998,0.0
38,38,0,0,False,True,0.9999999999999998,0.8731313054999179
39,39,0,0,False,True,0.9999999999999998,0.0
40,40,0,0,False,True,0.2727272727272727,1.0
41,41,0,0,False,True,0.3636363636363636,1.0
42,42,0,0,False,True,0.9999999999999998,1.0
43,43,0,0,False,True,0.9999999999999998,1.0
44,44,0,0,False,True,0.3333333333333333,0.7894736842105264
45,45,0,0,False,True,0.3636363636363636,0.9999999999999998
46,46,0,0,False,True,0.3333333333333333,0.9102991273635126
47,47,0,0,False,True,0.6666666666666666,0.4629100498862757
48,48,0,0,False,True,0.3333333333333333,0.8660254037844387
49,49,0,0,False,True,0.9999999999999998,0.42640143271122083
