,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,,0.0
1,1,1,1,True,True,0.2121212121212121,0.7542472332656507
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,-0.1515151515151515,0.8866242070189883
4,5,0,0,False,True,0.4242424242424242,0.9549937104572925
5,6,0,0,False,True,,0.0
6,7,0,0,False,True,0.7272727272727272,0.9999999999999998
7,9,0,0,False,True,,0.0
8,10,0,0,False,True,,0.0
9,11,0,0,False,True,,0.0
10,13,0,0,False,True,0.7272727272727272,0.8970852271450603
11,14,0,0,False,True,-0.2727272727272727,0.8132202844993978
12,15,0,0,False,True,-0.2121212121212121,0.6940220937885672
13,16,0,0,False,True,0.4545454545454545,0.9805806756909201
14,18,0,0,False,True,0.4545454545454545,0.9622504486493763
15,19,0,0,False,True,,0.0
16,22,1,1,True,True,0.7878787878787877,0.8229444034629433
17,23,0,0,False,True,,0.0
18,26,0,0,False,True,,0.0
19,32,0,0,False,True,,0.0
20,34,0,0,False,True,0.4545454545454545,0.9557896392964647
21,36,0,0,False,True,0.8181818181818181,0.9644856443408243
22,37,0,0,False,True,0.9999999999999998,0.9905211130872973
23,38,0,0,False,True,,0.0
24,39,0,0,False,True,,0.0
25,40,0,0,False,True,,0.0
26,42,0,0,False,True,,0.0
27,43,0,0,False,True,0.2424242424242424,0.7984472665856133
28,44,0,0,False,True,,0.0
29,46,0,0,False,True,0.1515151515151515,0.8750000000000001
30,47,0,0,False,True,0.3636363636363636,0.5660377358490566
31,48,0,0,False,True,,0.0
