,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,,0.0
1,1,1,1,True,True,0.4545454545454545,0.8320502943378437
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,0.7272727272727272,0.8512565307587486
4,5,0,0,False,True,0.9696969696969696,0.8849904067559858
5,6,0,0,False,True,,0.0
6,7,0,0,False,True,0.6969696969696969,0.9499999999999998
7,8,1,1,True,True,0.9393939393939392,0.8153219341089862
8,9,0,0,False,True,,0.0
9,10,0,0,False,True,,0.0
10,11,0,0,False,True,,0.0
11,13,0,0,False,True,0.7878787878787877,0.9509329651839316
12,14,0,0,False,True,0.7272727272727272,0.9668415633885691
13,15,0,0,False,True,0.9393939393939392,0.9797958971132713
14,16,0,0,False,True,0.6969696969696969,0.8854377448471461
15,17,0,0,False,True,0.8181818181818181,0.9384891607056017
16,18,0,0,False,True,0.6969696969696969,0.9649012813540153
17,22,1,1,True,True,0.9999999999999998,0.7543365091413573
18,25,0,0,False,True,0.9393939393939392,0.9999999999999999
19,27,0,0,False,True,0.7878787878787877,0.9304083928170915
20,29,0,0,False,True,0.9696969696969696,0.9617692030835672
21,30,0,0,False,True,0.7575757575757575,0.9462916232627815
22,31,0,0,False,True,0.8181818181818181,1.0
23,33,0,0,False,True,0.9696969696969696,0.9805806756909201
24,34,0,0,False,True,0.8484848484848484,0.9372793220888502
25,36,0,0,False,True,0.8484848484848484,0.8198127976897006
26,37,0,0,False,True,0.8181818181818181,0.8996469021204838
27,38,0,0,False,True,,0.0
28,40,0,0,False,True,,0.0
29,42,0,0,False,True,,0.0
30,43,0,0,False,True,0.7878787878787877,0.9076087624572328
31,46,0,0,False,True,0.8484848484848484,0.9532062476387966
32,47,0,0,False,True,0.9393939393939392,0.8847790053297434
