,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.6969696969696969,0.0
1,1,0,0,False,True,0.39999999999999997,0.0
2,2,0,0,False,True,-0.05454545454545454,0.0
3,3,0,0,False,True,-0.04761904761904762,0.0
4,4,0,0,False,True,0.06666666666666667,0.06629935441317959
5,5,0,0,False,True,-0.15555555555555553,0.3646984043128985
6,6,0,0,False,True,0.34545454545454546,0.1517165212272521
7,7,0,0,False,True,0.2857142857142857,0.0
8,8,0,0,False,True,0.18333333333333335,0.1430397079704303
9,9,0,0,False,True,-0.14285714285714285,0.15488061853247329
