,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.7878787878787877,0.9905360646879091
1,1,1,1,True,True,0.4848484848484848,0.9071147352221454
2,2,0,0,False,True,0.7575757575757575,0.9764672918705589
3,3,1,0,True,False,0.5454545454545454,0.9552585271513279
4,4,0,0,False,True,0.4242424242424242,0.9888264649460884
5,5,0,0,False,True,-0.1515151515151515,0.7503224734841288
6,6,0,0,False,True,0.6969696969696969,0.766894578792705
7,7,0,0,False,True,0.0303030303030303,0.8804087784801333
8,8,1,1,True,True,-0.1818181818181818,0.8302566938593575
9,9,0,0,False,True,0.9696969696969696,0.9832820049844601
