,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.2,0.7200005993763989
1,1,0,0,False,True,0.8666666666666666,0.6099067328145275
2,2,0,0,False,True,0.9999999999999999,0.7006755752002798
3,3,0,0,True,True,0.3333333333333333,0.9880421141240766
4,4,0,0,False,True,0.33333333333333337,0.785997535789205
5,5,0,0,False,True,0.8666666666666666,0.4275307447888374
6,6,0,0,False,True,0.9999999999999999,0.5911975668985759
7,7,0,0,False,True,0.8666666666666666,0.08163877364853406
8,8,0,0,False,True,0.06666666666666665,0.7162558276622998
9,9,0,0,False,True,0.6,0.5443557418468774
10,10,0,0,False,True,0.06666666666666665,0.9495854512754524
11,11,0,0,False,True,0.4666666666666666,0.9299429515458305
12,12,0,0,False,True,0.6,0.9714920178770375
13,13,0,0,False,True,,0.0
14,14,0,0,False,True,0.06666666666666665,0.6488856845230502
15,15,0,0,False,True,0.6,0.875425837660096
16,16,0,0,False,True,0.2,0.7452718550098818
17,17,0,0,False,True,0.3333333333333333,0.7505553499465135
18,18,0,0,False,True,0.8666666666666666,0.5046949386828398
19,19,0,0,False,True,0.4666666666666666,0.7509633664077335
