,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.06666666666666665,0.9234310639604134
1,1,0,0,False,True,0.9999999999999999,0.6099067328145275
2,2,0,0,False,True,0.8666666666666666,0.714442239073798
3,3,0,0,True,True,0.4666666666666666,0.9880421141240766
4,4,0,0,False,True,-0.2,0.9675996150125418
5,6,0,0,False,True,0.4666666666666666,0.8524602935450805
6,7,0,0,False,True,0.9999999999999999,0.05878963512522155
7,8,0,0,False,True,0.9999999999999999,0.7377343481931263
8,9,0,0,False,True,-0.3333333333333333,0.8712730967479765
9,10,0,0,False,True,0.2,0.9495854512754524
10,11,0,0,False,True,0.9999999999999999,0.9299429515458305
11,12,0,0,False,True,-0.06666666666666665,0.9714920178770375
12,13,0,0,False,True,,0.0
13,14,0,0,False,True,0.7333333333333333,0.6488856845230502
14,15,0,0,False,True,0.9999999999999999,0.875425837660096
15,16,0,0,False,True,0.7333333333333333,0.7452718550098818
16,17,0,0,False,True,0.2,0.8520563361656317
17,18,0,0,False,True,-0.2,0.5046949386828398
18,19,0,0,False,True,0.7333333333333333,0.7509633664077335
