,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.06666666666666665,0.780014343370836
1,1,0,0,False,True,0.8666666666666666,0.1036642110697632
2,2,0,0,False,True,0.8666666666666666,0.6615073028808569
3,3,0,0,True,True,0.4666666666666666,0.8049243406677987
4,4,0,0,False,True,0.33333333333333337,0.9287970209589215
5,5,0,0,False,True,0.8666666666666666,0.47151356648316595
6,7,0,0,False,True,0.8666666666666666,0.09183204950474644
7,8,0,0,False,True,0.2,0.7102113666162764
8,9,0,0,False,True,0.6,0.6376738690206278
9,10,0,0,False,True,0.06666666666666665,0.6910202902891637
10,11,0,0,False,True,0.4666666666666666,0.9299429515458305
11,12,0,0,False,True,0.6,0.6736688856760545
12,13,0,0,False,True,0.7333333333333333,0.7203225212880765
13,14,0,0,False,True,0.06666666666666665,0.5592469952052407
14,15,0,0,False,True,0.7333333333333333,0.8818843618751995
15,16,0,0,False,True,0.2,0.9647710133150689
16,17,0,0,False,True,0.2,0.9435268017428355
17,18,0,0,False,True,0.9999999999999999,0.5396032568651468
18,19,0,0,False,True,0.4666666666666666,0.9324362585762125
