,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.06666666666666665,0.9912582678735288
1,1,0,0,False,True,0.8666666666666666,1.0
2,2,0,0,False,True,0.8666666666666666,0.9882439052481742
3,3,0,0,True,True,0.9999999999999999,1.0
4,4,0,0,False,True,0.33333333333333337,0.992165074164342
5,5,0,0,False,True,0.9999999999999999,0.9893362680821127
6,6,0,0,False,True,0.8666666666666666,1.0
7,7,0,0,False,True,0.8666666666666666,0.9522235210297849
8,8,0,0,False,True,0.06666666666666665,1.0000000000000002
9,9,0,0,False,True,0.6,0.9999999999999998
10,10,0,0,False,True,0.06666666666666665,0.9999999999999999
11,11,0,0,False,True,0.4666666666666666,0.9999999999999999
12,12,0,0,False,True,0.06666666666666665,1.0
13,13,0,0,False,True,0.6,0.7059820679230189
14,14,0,0,False,True,0.06666666666666665,1.0
15,15,0,0,False,True,0.6,1.0000000000000002
16,16,0,0,False,True,0.2,1.0
17,17,0,0,False,True,0.2,1.0
18,18,0,0,False,True,-0.3333333333333333,0.9999999999999999
19,19,0,0,False,True,0.4666666666666666,1.0
