,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.06666666666666665,0.6381234248190323
1,1,0,0,False,True,0.9999999999999999,0.6373774391990981
2,2,0,0,False,True,0.8666666666666666,0.8820459824122063
3,3,0,0,True,True,0.4666666666666666,0.8041664463712644
4,4,0,0,False,True,-0.2,0.8617570082860042
5,7,0,0,False,True,0.9999999999999999,0.9797152654300411
6,8,0,0,False,True,0.8666666666666666,0.9101820546182062
7,9,0,0,False,True,-0.3333333333333333,0.33301871945168654
8,10,0,0,False,True,0.2,0.8352575142847398
9,11,0,0,False,True,0.9999999999999999,1.0
10,12,0,0,False,True,0.9999999999999999,0.7787570977302439
11,13,0,0,False,True,,0.0
12,14,0,0,False,True,0.7333333333333333,0.9239303415761111
13,15,0,0,False,True,0.8666666666666666,0.9969839217789148
14,16,0,0,False,True,0.7333333333333333,0.8382807214396425
15,17,0,0,False,True,0.2,0.7012583297424085
16,18,0,0,False,True,0.8666666666666666,0.9879104606133596
17,19,0,0,False,True,0.7333333333333333,0.800142437462181
