,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.8484848484848484,0.9999999999999999
1,1,1,1,True,True,0.5757575757575757,0.8607533668498877
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,0.8484848484848484,0.8144463665659876
4,4,0,0,False,True,-0.0909090909090909,0.958467676597046
5,5,0,0,False,True,0.9999999999999998,1.0
6,6,0,0,False,True,0.39393939393939387,0.9213717213621487
7,7,0,0,False,True,0.9999999999999998,0.0
8,8,1,1,True,True,0.9696969696969696,0.7067391665107076
9,9,0,0,False,True,0.2424242424242424,0.9338592095470355
