,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.9999999999999998,0.9999999999999999
1,1,1,1,True,True,0.3636363636363636,0.8586296628693791
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,0.6969696969696969,0.8406728074767076
4,4,0,0,False,True,-0.0303030303030303,0.958467676597046
5,5,0,0,False,True,0.7272727272727272,0.9131067826682124
6,6,0,0,False,True,0.2424242424242424,0.9770084209183943
7,7,0,0,False,True,0.8484848484848484,0.0
8,8,1,1,True,True,0.6666666666666666,0.8610567718228919
9,9,0,0,False,True,-0.2121212121212121,0.0
