,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,-0.3571428571428571,0.8755097699185569
1,1,0,0,False,True,0.42857142857142855,0.8959786703810408
2,2,1,1,True,True,0.0,0.0
3,3,0,0,False,True,-0.2857142857142857,0.9173649445877259
4,4,0,0,True,True,0.0,0.8694826047713663
5,5,0,0,False,True,0.3571428571428571,0.9512228189487626
6,6,0,0,False,True,0.7857142857142856,0.8772407206983054
7,7,1,1,True,True,0.0,0.8926073982886735
8,8,0,0,False,True,0.6428571428571428,0.9379118404303046
9,9,0,0,False,True,0.4999999999999999,0.7936323949718941
