,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.0909090909090909,0.903805060585677
1,1,1,1,True,True,-0.3333333333333333,0.9
2,2,0,0,False,True,0.7878787878787877,0.8986182904354195
3,3,0,0,True,True,0.0606060606060606,0.9767735348900166
4,4,0,0,False,True,0.4545454545454545,0.9655810287305759
5,5,0,0,False,True,-0.39393939393939387,0.9377035167721793
6,6,0,0,False,True,0.4848484848484848,0.8603090020146066
7,7,0,0,False,True,0.0,0.8902638145194516
8,8,1,1,True,True,-0.2121212121212121,0.8768667794124768
9,9,0,0,False,True,0.0303030303030303,0.8207293546575959
