,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.2,0.759335896713987
1,1,0,0,False,True,0.6,0.04874425479994925
2,2,0,0,False,True,-0.3333333333333333,0.8733302669301969
3,3,1,0,True,False,0.06666666666666665,0.8939088741212551
4,4,0,0,False,True,0.33333333333333337,0.9477971771392149
5,5,0,0,False,True,-0.2,0.9309447732550282
6,6,0,0,False,True,0.6,0.6442426124445048
7,7,0,0,False,True,0.7333333333333333,0.06176056549879612
8,8,0,0,False,True,0.3333333333333333,0.6981202342979151
9,9,0,0,False,True,-0.3333333333333333,0.8821827955124139
