,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.1212121212121212,0.8998425413316952
1,1,1,1,True,True,-0.0606060606060606,0.8819171036881969
2,2,0,0,False,True,0.6666666666666666,0.8774713684868255
3,3,0,1,True,False,0.2727272727272727,0.9451890567189065
4,4,0,0,False,True,0.2424242424242424,0.9547920752586628
5,5,0,0,False,True,-0.1515151515151515,0.8427325153589008
6,6,0,0,False,True,0.4848484848484848,0.8357039923266477
7,7,0,0,False,True,-0.2424242424242424,0.7756315349925288
8,8,1,1,True,True,-0.0606060606060606,0.8406728074767075
9,9,0,0,False,True,0.0,0.8202924943750566
