,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,,0.0
1,1,1,1,True,True,0.0909090909090909,0.9722222222222222
2,2,0,0,False,True,,0.0
3,3,1,1,True,True,-0.0606060606060606,0.8141911742155069
4,4,0,0,False,True,0.5454545454545454,0.9395523512235255
5,5,0,0,False,True,0.0909090909090909,0.7038243972478043
6,6,0,0,False,True,,0.0
7,7,0,0,False,True,-0.3636363636363636,0.7905694150420948
8,9,0,0,False,True,,0.0
9,10,0,0,False,True,,0.0
10,11,0,0,False,True,,0.0
11,13,0,0,False,True,0.6363636363636362,0.8374357893586237
12,14,0,0,False,True,0.2121212121212121,0.9088932591463857
13,15,0,0,False,True,-0.303030303030303,0.6405126152203486
14,16,0,0,False,True,-0.1515151515151515,0.7855533190649869
15,18,0,0,False,True,0.4545454545454545,0.91785409535006
16,19,0,0,False,True,,0.0
17,20,0,0,False,True,,0.0
18,22,1,1,True,True,-0.7575757575757575,0.8993875008265758
19,23,0,0,False,True,,0.0
20,24,1,1,True,True,-0.4242424242424242,0.7021468875035631
21,26,0,0,False,True,,0.0
22,32,0,0,False,True,,0.0
23,34,0,0,False,True,-0.4848484848484848,0.7142857142857143
24,36,0,0,False,True,0.5454545454545454,0.9412416106700233
25,37,0,0,False,True,0.6666666666666666,0.37274191495316206
26,38,0,0,False,True,,0.0
27,39,0,0,False,True,,0.0
28,40,0,0,False,True,,0.0
29,42,0,0,False,True,,0.0
30,43,0,0,False,True,0.0909090909090909,0.6926893922273593
31,44,0,0,False,True,,0.0
32,46,0,0,False,True,0.0303030303030303,0.9185586535436919
33,47,0,0,False,True,0.3636363636363636,0.6683394381554403
34,48,0,0,False,True,,0.0
