,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.303030303030303,0.8947213620951909
1,1,1,1,True,True,0.4545454545454545,0.8153742483272114
2,2,0,0,False,True,0.4545454545454545,0.8389450690175305
3,3,1,1,True,True,0.06666666666666665,0.9021097956087903
4,5,0,0,False,True,0.2424242424242424,0.5298129428260175
5,6,0,0,False,True,0.2727272727272727,0.6960177486788899
6,7,0,0,False,True,0.8484848484848484,0.4823819106188661
7,8,1,1,True,True,-0.3333333333333333,0.8219949365267865
8,9,0,0,False,True,0.303030303030303,0.8389450690175305
9,10,0,0,False,True,0.6969696969696969,0.8778664812723286
10,11,0,0,False,True,0.1515151515151515,0.7018624063435964
11,12,0,0,False,True,0.3333333333333333,0.8089110028916517
12,13,0,0,False,True,0.7272727272727272,0.8131249357707346
13,14,0,0,False,True,0.4545454545454545,0.9767441860465116
14,15,0,0,False,True,0.2424242424242424,0.9797958971132713
15,16,0,0,False,True,0.6969696969696969,0.7442084075352507
16,17,0,0,False,True,0.5757575757575757,0.9014978717104178
17,18,0,0,False,True,0.4848484848484848,0.9199783439063687
18,20,0,0,False,True,-0.0303030303030303,0.8292884288627294
19,22,1,1,True,True,0.2,0.8618575020903775
20,25,0,0,False,True,0.5454545454545454,0.9079593845004517
21,27,0,0,False,True,0.3333333333333333,0.9558823529411765
22,29,0,0,False,True,0.39393939393939387,0.9114654303752998
23,30,0,0,False,True,0.4545454545454545,0.9355285539274979
24,31,0,0,False,True,0.4848484848484848,0.7413356072232965
25,33,0,0,False,True,0.303030303030303,0.9555555555555556
26,34,0,0,False,True,0.6363636363636362,0.7258661863112977
27,36,0,0,False,True,0.4545454545454545,0.6665646596785909
28,37,0,0,False,True,0.8484848484848484,0.8355044182110838
29,38,0,0,False,True,0.3636363636363636,0.6257111957900842
30,40,0,0,False,True,0.3636363636363636,0.7396002616336388
31,41,0,0,False,True,0.5151515151515151,0.8229565754543869
32,42,0,0,False,True,0.3333333333333333,0.0
33,43,0,0,False,True,0.6666666666666666,0.9247334560885013
34,45,0,0,False,True,0.4848484848484848,0.9473952006498568
35,46,0,0,False,True,0.4545454545454545,0.9549825049982514
36,47,0,0,False,True,0.303030303030303,0.8747480336813908
37,49,0,0,False,True,0.5454545454545454,0.867227382716513
