,id,pred1,pred2,label,agree,kt,cos_sim
0,0,0,0,False,True,0.8484848484848484,0.9185586535436918
1,1,1,1,True,True,-0.0909090909090909,0.7463904912524668
2,2,0,0,False,True,0.8484848484848484,0.8389450690175305
3,3,1,1,True,True,-0.0909090909090909,0.39735970711951313
4,4,0,0,False,True,0.3636363636363636,0.961154077755928
5,5,0,0,False,True,0.1212121212121212,0.27472112789737807
6,6,0,0,False,True,0.1818181818181818,0.7973815320737669
7,7,0,0,False,True,-0.4242424242424242,0.8574929257125441
8,8,1,1,True,True,0.0909090909090909,0.16666666666666666
9,9,0,0,False,True,,0.0
10,10,0,0,False,True,-0.2424242424242424,0.7990858564510239
11,11,0,0,False,True,0.7878787878787877,0.7862158588810496
12,12,0,0,False,True,0.4848484848484848,0.933624833002093
13,13,0,0,False,True,0.4848484848484848,0.9304842103984708
14,14,0,0,False,True,-0.4545454545454545,0.9443568758679046
15,15,0,0,False,True,0.3333333333333333,0.8996469021204838
16,16,0,0,False,True,-0.1515151515151515,0.9320589306096471
17,17,0,0,False,True,0.303030303030303,0.9014978717104178
18,18,0,0,False,True,0.4545454545454545,0.849033391454699
19,19,0,0,False,True,0.4242424242424242,0.41702882811414954
20,20,0,0,False,True,,0.0
21,21,0,0,False,True,0.3636363636363636,0.9304804031721452
22,22,1,1,True,True,-0.5757575757575757,0.34050261230349943
23,23,0,0,False,True,-0.3333333333333333,0.9203156936688812
24,24,1,1,True,True,-0.1818181818181818,0.32417635938924316
25,25,0,0,False,True,0.0606060606060606,0.3999999999999999
26,26,0,0,False,True,-0.1515151515151515,0.8433383141984728
27,27,0,0,False,True,0.606060606060606,0.940403258591788
28,28,0,0,False,True,0.4545454545454545,0.9457324874869208
29,29,0,0,False,True,-0.606060606060606,0.9088932591463857
30,30,0,0,False,True,0.6969696969696969,0.9108536674831182
31,31,0,0,False,True,0.4242424242424242,0.36288736930121157
32,32,0,0,False,True,-0.303030303030303,0.672538245981366
33,34,0,0,False,True,-0.5757575757575757,0.8693182879212227
34,35,1,1,True,True,0.4545454545454545,0.5
35,36,0,0,False,True,0.606060606060606,0.8400825588825812
36,37,0,0,False,True,0.6363636363636362,0.753778361444409
37,38,0,0,False,True,,0.0
38,39,0,0,False,True,,0.0
39,40,0,0,False,True,,0.0
40,41,0,0,False,True,0.6969696969696969,0.9379580992210836
41,42,0,0,False,True,,0.0
42,43,0,0,False,True,0.4242424242424242,0.8702888011474107
43,44,0,0,False,True,0.6363636363636362,0.7403514710945605
44,45,0,0,False,True,0.6363636363636362,0.9415838181383994
45,46,0,0,False,True,0.6363636363636362,0.957270719080207
46,47,0,0,False,True,0.39393939393939387,0.4423258684646914
47,48,0,0,False,True,-0.3636363636363636,0.9280776503073437
48,49,0,0,False,True,-0.1818181818181818,0.4170288281141495
